category,example_index,sentence
interrogative,199,"Now tell me, Count, was it right, was it honorable, of Bezúkhov?"
interrogative,200,"Those pranks in Petersburg when they played some tricks on a policeman, didn’t they do it together?"
exclamative,1,"But I warn you, if you don’t tell me that this means war, if you still try to defend the infamies and horrors perpetrated by that Antichrist—I really believe he is Antichrist—I will have nothing more to do with you and you are no longer my friend, no longer my ‘faithful slave,’ as you call yourself!"
exclamative,2,She is betraying us!
exclamative,3,That is the one thing I have faith in!
exclamative,4,"He will fulfill his vocation and crush the hydra of revolution, which has become more terrible than ever in the person of this murderer and villain!"
exclamative,5,Nothing!
exclamative,6,And what little they have promised they will not perform!
exclamative,7,I won’t let you go!
exclamative,8,Good-by!
exclamative,9,Adorable!
exclamative,10,It is enough to make one’s head whirl!
exclamative,11,"Guai a chi la tocchi!’’

* God has given it to me, let him who touches it beware!"
exclamative,12,The sovereigns!
exclamative,13,Au revoir!
exclamative,14,How stupid you men all are not to have married her!
exclamative,15,I see it all!
exclamative,16,"I assure you I myself have experienced ... and so ... because ... No, excuse me!"
exclamative,17,Yes!
exclamative,18,Yes!
exclamative,19,Yes!
exclamative,20,"But tie yourself up with a woman and, like a chained convict, you lose all freedom!"
exclamative,21,"If you only knew what those society women are, and women in general!"
exclamative,22,"Selfish, vain, stupid, trivial in everything—that’s what women are when you see them in their true colors!"
exclamative,23,"When you meet them in society it seems as if there were something in them, but there’s nothing, nothing, nothing!"
exclamative,24,"Yes, you’re all right!"
exclamative,25,Here is Pétya!
exclamative,26,Listen!
exclamative,27,Oh!
exclamative,28,Listen!
exclamative,29,"But mind you come to dinner or I shall be offended, ma chère!"
exclamative,30,That’s right!
exclamative,31,"Those three got hold of a bear somewhere, put it in a carriage, and set off with it to visit some actresses!"
exclamative,32,This is all that his foreign education has done for him!
exclamative,33,Forty thousand serfs and millions of rubles!
exclamative,34,And there was a place and everything waiting for him in the Archives Department!
exclamative,35,"One is always, always anxious!"
exclamative,36,"And what a voice she has; though she’s my daughter, I tell the truth when I say she’ll be a singer, a second Salomoni!"
exclamative,37,Look here!
exclamative,38,You have no heart!
exclamative,39,"Theatricals, hunting, and heaven knows what besides!"
exclamative,40,"I often wonder at you, Annette—how at your age you can rush off alone in a carriage to Moscow, to Petersburg, to those ministers and great people, and know how to deal with them all!"
exclamative,41,"But, Nataly, you know my love for my son: I would do anything for his happiness!"
exclamative,42,In what sad circumstances we meet again!
exclamative,43,How priceless are those last moments!
exclamative,44,One has so many relatives in Moscow!
exclamative,45,"Adieu, Prince!"
exclamative,46,"What a sauté of game au madère we are to have, my dear!"
exclamative,47,That’s a thing I hate!
exclamative,48,"One would not know him, he is so ill!"
exclamative,49,Then just think what can be done with two hundred and thirty rubles!
exclamative,50,My word!
exclamative,51,His father lies on his deathbed and he amuses himself setting a policeman astride a bear!
exclamative,52,"For shame, sir, for shame!"
exclamative,53,Don’t believe her!
exclamative,54,"Then Nicholas sang a song he had just learned:

At nighttime in the moon’s fair glow
    How sweet, as fancies wander free,
To feel that in this world there’s one
    Who still is thinking but of thee!"
exclamative,55,"That while her fingers touch the harp
    Wafting sweet music o’er the lea,
It is for thee thus swells her heart,
    Sighing its message out to thee...

A day or two, then bliss unspoilt,
    But oh!"
exclamative,56,Can’t you understand!
exclamative,57,"And if the will and letter are not destroyed, then you will have nothing but the consolation of having been dutiful et tout ce qui s’ensuit!"
exclamative,58,"And I tell you for the tenth time that if the letter to the Emperor and the will in Pierre’s favor are among the count’s papers, then, my dear girl, you and your sisters are not heiresses!"
exclamative,59,Fine!
exclamative,60,"But only the base, the vile succeed!"
exclamative,61,"I too... All will end in death, all!"
exclamative,62,Religious!
exclamative,63,"Julie wrote in French:

Dear and precious Friend, How terrible and frightful a thing is separation!"
exclamative,64,"God grant that the Corsican monster who is destroying the peace of Europe may be overthrown by the angel whom it has pleased the Almighty, in His goodness, to give us as sovereign!"
exclamative,65,"You are fortunate, for the latter are generally the stronger!"
exclamative,66,But enough of this!
exclamative,67,Fancy!
exclamative,68,Adieu!
exclamative,69,God preserve us from that terrible misfortune!
exclamative,70,"So young, and burdened with such riches—to what temptations he will be exposed!"
exclamative,71,"Adieu, dear and kind friend; may our divine Saviour and His most Holy Mother keep you in their holy and all-powerful care!"
exclamative,72,Ah!
exclamative,73,Ah!
exclamative,74,here’s the warrior!
exclamative,75,That’s their woman’s way!
exclamative,76,It would have puzzled the devil himself!
exclamative,77,When you get there you’ll find out what those Hofs-kriegs-wurst-Raths are!
exclamative,78,Buonaparte has become a great commander among them!
exclamative,79,"Oh, Andrew!"
exclamative,80,"* Think what it must be for her, poor thing, after what she has been used to, to be parted from her husband and be left alone in the country, in her condition!"
exclamative,81,"Think as you please, but do this for my sake!"
exclamative,82,Please do!
exclamative,83,No!
exclamative,84,No!
exclamative,85,She’s pretty!
exclamative,86,Now listen!
exclamative,87,* I have written that he should make use of you in proper places and not keep you long as an adjutant: a bad position!
exclamative,88,Your excellency!
exclamative,89,Sergeant major!
exclamative,90,"Just listen to the fool, what he doesn’t know!"
exclamative,91,And he says Buonaparte is in Braunau!
exclamative,92,"That’s just it, friend!"
exclamative,93,Hoch Russen!
exclamative,94,Hurrah for the Russians!
exclamative,95,Hullo there!
exclamative,96,Telyánin!
exclamative,97,The purse is here!
exclamative,98,"Whatever Bogdánich may be, anyway he is an honorable and brave old colonel!"
exclamative,99,"Oh, we do prize it, old fellow!"
exclamative,100,"And all this is not right, it’s not right!"
exclamative,101,Into action!
exclamative,102,Bring him a bottle for such news!
exclamative,103,It’s a fine place!
exclamative,104,You can’t wait a moment!
exclamative,105,Keep to the left!
exclamative,106,Devil take you!
exclamative,107,get out of the way!
exclamative,108,They’re like sheep!
exclamative,109,Just like sheep!
exclamative,110,"Stop there, you devil with the cart!"
exclamative,111,I’m going into action!
exclamative,112,Cadet Miwónov!
exclamative,113,That’s not wight!
exclamative,114,Let us attack them!
exclamative,115,But you are damp!
exclamative,116,To the right!
exclamative,117,How you look at things!
exclamative,118,A man has fallen!
exclamative,119,"How beautiful the sky looked; how blue, how calm, and how deep!"
exclamative,120,How bright and glorious was the setting sun!
exclamative,121,An attack’s pleasant work!
exclamative,122,Hacking away at the dogs!
exclamative,123,My God!
exclamative,124,I thank you!
exclamative,125,Splendid!
exclamative,126,"You with all your forces fall on the unfortunate Mortier and his one division, and even then Mortier slips through your fingers!"
exclamative,127,"You see it’s hurrah for the Tsar, for Russia, for the Orthodox Greek faith!"
exclamative,128,"Bring us nice news of a victory by the Archduke Karl or Ferdinand (one archduke’s as good as another, as you know) and even if it is only over a fire brigade of Bonaparte’s, that will be another story and we’ll fire off some cannon!"
exclamative,129,"You abandon Vienna, give up its defense—as much as to say: ‘Heaven is with us, but heaven help you and your capital!’ The one general whom we all loved, Schmidt, you expose to a bullet, and then you congratulate us on the victory!"
exclamative,130,Oh!
exclamative,131,"Au revoir, Prince!"
exclamative,132,As soon as he learned that the Russian army was in such a hopeless situation it occurred to him that it was he who was destined to lead it out of this position; that here was the Toulon that would lift him from the ranks of obscure officers and offer him the first step to fame!
exclamative,133,‘Dearest foe!
exclamative,134,"Flower of the Austrian army, hero of the Turkish wars!"
exclamative,135,"Come, you must own that this affair of the Thabor Bridge is delightful!"
exclamative,136,Consider!
exclamative,137,Aide-de-camp!
exclamative,138,Protect me!
exclamative,139,Aide-de-camp!
exclamative,140,"I am commander here, not you!"
exclamative,141,It’s terrible!
exclamative,142,"It’s a bad lookout, old fellow!"
exclamative,143,Go on!
exclamative,144,He is the Emperor!
exclamative,145,ho!
exclamative,146,ho!
exclamative,147,Ha!
exclamative,148,ha!
exclamative,149,ha!
exclamative,150,ha!
exclamative,151,Ouh!
exclamative,152,The battle had begun!
exclamative,153,He had hardly finished speaking when they again heard an unexpectedly violent whistling which suddenly ended with a thud into something soft... f-f-flop!
exclamative,154,It’s burning!
exclamative,155,Just see the smoke!
exclamative,156,Fine!
exclamative,157,Grand!
exclamative,158,That’s good!
exclamative,159,"Sit down, dear fellow, sit down!"
exclamative,160,How they shot at their own fellows!
exclamative,161,"Pitch-dark, brother!"
exclamative,162,I dare say!
exclamative,163,Ah!
exclamative,164,"For so young a girl, such tact, such masterly perfection of manner!"
exclamative,165,Happy the man who wins her!
exclamative,166,How quickly!
exclamative,167,Rascals!
exclamative,168,What nonsense!
exclamative,169,Really!
exclamative,170,Not in the least!
exclamative,171,Plain and awkward!
exclamative,172,"The lad’s a fine fellow, a fine fellow!"
exclamative,173,I’m ready for it tomorrow!
exclamative,174,You know my principles—everything aboveboard!
exclamative,175,No!
exclamative,176,No!
exclamative,177,Glad to throw her father over!
exclamative,178,Fr... fr... fr!
exclamative,179,If she has no pride for herself she might at least have some for my sake!
exclamative,180,That’s how it’s to be understood!
exclamative,181,Go!
exclamative,182,Nonsense!
exclamative,183,Very glad!
exclamative,184,"She is so unfortunate, a stranger, alone, helpless!"
exclamative,185,"And, oh God, how passionately she must love him if she could so far forget herself!"
exclamative,186,Not a word about himself.... Not a word!
exclamative,187,What a heart!
exclamative,188,How like him it is!
exclamative,189,And how he has remembered everybody!
exclamative,190,What receptions we had in Poland!
exclamative,191,What dinners and balls!
exclamative,192,But our stories are the stories of men who have been under the enemy’s fire!
exclamative,193,Hurrah!
exclamative,194,How gladly would he have died at once for his Tsar!
exclamative,195,There will soon be a battalion of us aides-de-camp and adjutants!
exclamative,196,God grant that the one that will result from it will be as victorious!
exclamative,197,"What exactitude, what minuteness, what knowledge of the locality, what foresight for every eventuality, every possibility even to the smallest detail!"
exclamative,198,"I tell you he is in our hands, that’s certain!"
exclamative,199,"My brother knows him, he’s dined with him—the present Emperor—more than once in Paris, and tells me he never met a more cunning or subtle diplomatist—you know, a combination of French adroitness and Italian play-acting!"
exclamative,200,"Nearer and nearer to Rostóv came that sun shedding beams of mild and majestic light around, and already he felt himself enveloped in those beams, he heard his voice, that kindly, calm, and majestic voice that was yet so simple!"
dialogue,1,"cover 
WAR AND PEACE
By Leo Tolstoy/Tolstoi
Contents
BOOK ONE: 1805
CHAPTER I
CHAPTER II
CHAPTER III
CHAPTER IV
CHAPTER V
CHAPTER VI
CHAPTER VII
CHAPTER VIII
CHAPTER IX
CHAPTER X
CHAPTER XI
CHAPTER XII
CHAPTER XIII
CHAPTER XIV
CHAPTER XV
CHAPTER XVI
CHAPTER XVII
CHAPTER XVIII
CHAPTER XIX
CHAPTER XX
CHAPTER XXI
CHAPTER XXII
CHAPTER XXIII
CHAPTER XXIV
CHAPTER XXV
CHAPTER XXVI
CHAPTER XXVII
CHAPTER XXVIII

BOOK TWO: 1805
CHAPTER I
CHAPTER II
CHAPTER III
CHAPTER IV
CHAPTER V
CHAPTER VI
CHAPTER VII
CHAPTER VIII
CHAPTER IX
CHAPTER X
CHAPTER XI
CHAPTER XII
CHAPTER XIII
CHAPTER XIV
CHAPTER XV
CHAPTER XVI
CHAPTER XVII
CHAPTER XVIII
CHAPTER XIX
CHAPTER XX
CHAPTER XXI

BOOK THREE: 1805
CHAPTER I
CHAPTER II
CHAPTER III
CHAPTER IV
CHAPTER V
CHAPTER VI
CHAPTER VII
CHAPTER VIII
CHAPTER IX
CHAPTER X
CHAPTER XI
CHAPTER XII
CHAPTER XIII
CHAPTER XIV
CHAPTER XV
CHAPTER XVI
CHAPTER XVII
CHAPTER XVIII
CHAPTER XIX

BOOK FOUR: 1806
CHAPTER I
CHAPTER II
CHAPTER III
CHAPTER IV
CHAPTER V
CHAPTER VI
CHAPTER VII
CHAPTER VIII
CHAPTER IX
CHAPTER X
CHAPTER XI
CHAPTER XII
CHAPTER XIII
CHAPTER XIV
CHAPTER XV
CHAPTER XVI

BOOK FIVE: 1806 - 07
CHAPTER I
CHAPTER II
CHAPTER III
CHAPTER IV
CHAPTER V
CHAPTER VI
CHAPTER VII
CHAPTER VIII
CHAPTER IX
CHAPTER X
CHAPTER XI
CHAPTER XII
CHAPTER XIII
CHAPTER XIV
CHAPTER XV
CHAPTER XVI
CHAPTER XVII
CHAPTER XVIII
CHAPTER XIX
CHAPTER XX
CHAPTER XXI
CHAPTER XXII

BOOK SIX: 1808 - 10
CHAPTER I
CHAPTER II
CHAPTER III
CHAPTER IV
CHAPTER V
CHAPTER VI
CHAPTER VII
CHAPTER VIII
CHAPTER IX
CHAPTER X
CHAPTER XI
CHAPTER XII
CHAPTER XIII
CHAPTER XIV
CHAPTER XV
CHAPTER XVI
CHAPTER XVII
CHAPTER XVIII
CHAPTER XIX
CHAPTER XX
CHAPTER XXI
CHAPTER XXII
CHAPTER XXIII
CHAPTER XXIV
CHAPTER XXV
CHAPTER XXVI

BOOK SEVEN: 1810 - 11
CHAPTER I
CHAPTER II
CHAPTER III
CHAPTER IV
CHAPTER V
CHAPTER VI
CHAPTER VII
CHAPTER VIII
CHAPTER IX
CHAPTER X
CHAPTER XI
CHAPTER XII
CHAPTER XIII

BOOK EIGHT: 1811 - 12
CHAPTER I
CHAPTER II
CHAPTER III
CHAPTER IV
CHAPTER V
CHAPTER VI
CHAPTER VII
CHAPTER VIII
CHAPTER IX
CHAPTER X
CHAPTER XI
CHAPTER XII
CHAPTER XIII
CHAPTER XIV
CHAPTER XV
CHAPTER XVI
CHAPTER XVII
CHAPTER XVIII
CHAPTER XIX
CHAPTER XX
CHAPTER XXI
CHAPTER XXII

BOOK NINE: 1812
CHAPTER I
CHAPTER II
CHAPTER III
CHAPTER IV
CHAPTER V
CHAPTER VI
CHAPTER VII
CHAPTER VIII
CHAPTER IX
CHAPTER X
CHAPTER XI
CHAPTER XII
CHAPTER XIII
CHAPTER XIV
CHAPTER XV
CHAPTER XVI
CHAPTER XVII
CHAPTER XVIII
CHAPTER XIX
CHAPTER XX
CHAPTER XXI
CHAPTER XXII
CHAPTER XXIII

BOOK TEN: 1812
CHAPTER I
CHAPTER II
CHAPTER III
CHAPTER IV
CHAPTER V
CHAPTER VI
CHAPTER VII
CHAPTER VIII
CHAPTER IX
CHAPTER X
CHAPTER XI
CHAPTER XII
CHAPTER XIII
CHAPTER XIV
CHAPTER XV
CHAPTER XVI
CHAPTER XVII
CHAPTER XVIII
CHAPTER XIX
CHAPTER XX
CHAPTER XXI
CHAPTER XXII
CHAPTER XXIII
CHAPTER XXIV
CHAPTER XXV
CHAPTER XXVI
CHAPTER XXVII
CHAPTER XXVIII
CHAPTER XXIX
CHAPTER XXX
CHAPTER XXXI
CHAPTER XXXII
CHAPTER XXXIII
CHAPTER XXXIV
CHAPTER XXXV
CHAPTER XXXVI
CHAPTER XXXVII
CHAPTER XXXVIII
CHAPTER XXXIX

BOOK ELEVEN: 1812
CHAPTER I
CHAPTER II
CHAPTER III
CHAPTER IV
CHAPTER V
CHAPTER VI
CHAPTER VII
CHAPTER VIII
CHAPTER IX
CHAPTER X
CHAPTER XI
CHAPTER XII
CHAPTER XIII
CHAPTER XIV
CHAPTER XV
CHAPTER XVI
CHAPTER XVII
CHAPTER XVIII
CHAPTER XIX
CHAPTER XX
CHAPTER XXI
CHAPTER XXII
CHAPTER XXIII
CHAPTER XXIV
CHAPTER XXV
CHAPTER XXVI
CHAPTER XXVII
CHAPTER XXVIII
CHAPTER XXIX
CHAPTER XXX
CHAPTER XXXI
CHAPTER XXXII
CHAPTER XXXIII
CHAPTER XXXIV

BOOK TWELVE: 1812
CHAPTER I
CHAPTER II
CHAPTER III
CHAPTER IV
CHAPTER V
CHAPTER VI
CHAPTER VII
CHAPTER VIII
CHAPTER IX
CHAPTER X
CHAPTER XI
CHAPTER XII
CHAPTER XIII
CHAPTER XIV
CHAPTER XV
CHAPTER XVI

BOOK THIRTEEN: 1812
CHAPTER I
CHAPTER II
CHAPTER III
CHAPTER IV
CHAPTER V
CHAPTER VI
CHAPTER VII
CHAPTER VIII
CHAPTER IX
CHAPTER X
CHAPTER XI
CHAPTER XII
CHAPTER XIII
CHAPTER XIV
CHAPTER XV
CHAPTER XVI
CHAPTER XVII
CHAPTER XVIII
CHAPTER XIX

BOOK FOURTEEN: 1812
CHAPTER I
CHAPTER II
CHAPTER III
CHAPTER IV
CHAPTER V
CHAPTER VI
CHAPTER VII
CHAPTER VIII
CHAPTER IX
CHAPTER X
CHAPTER XI
CHAPTER XII
CHAPTER XIII
CHAPTER XIV
CHAPTER XV
CHAPTER XVI
CHAPTER XVII
CHAPTER XVIII
CHAPTER XIX

BOOK FIFTEEN: 1812 - 13
CHAPTER I
CHAPTER II
CHAPTER III
CHAPTER IV
CHAPTER V
CHAPTER VI
CHAPTER VII
CHAPTER VIII
CHAPTER IX
CHAPTER X
CHAPTER XI
CHAPTER XII
CHAPTER XIII
CHAPTER XIV
CHAPTER XV
CHAPTER XVI
CHAPTER XVII
CHAPTER XVIII
CHAPTER XIX
CHAPTER XX

FIRST EPILOGUE: 1813 - 20
CHAPTER I
CHAPTER II
CHAPTER III
CHAPTER IV
CHAPTER V
CHAPTER VI
CHAPTER VII
CHAPTER VIII
CHAPTER IX
CHAPTER X
CHAPTER XI
CHAPTER XII
CHAPTER XIII
CHAPTER XIV
CHAPTER XV
CHAPTER XVI

SECOND EPILOGUE
CHAPTER I
CHAPTER II
CHAPTER III
CHAPTER IV
CHAPTER V
CHAPTER VI
CHAPTER VII
CHAPTER VIII
CHAPTER IX
CHAPTER X
CHAPTER XI
CHAPTER XII
BOOK ONE: 1805
CHAPTER I
“Well, Prince, so Genoa and Lucca are now just family estates of the Buonapartes."
dialogue,2,"I see I have frightened you—sit down and tell me all the news.”

It was in July, 1805, and the speaker was the well-known Anna Pávlovna Schérer, maid of honor and favorite of the Empress Márya Fëdorovna."
dialogue,3,"All her invitations without exception, written in French, and delivered by a scarlet-liveried footman that morning, ran as follows:

“If you have nothing better to do, Count (or Prince), and if the prospect of spending an evening with a poor invalid is not too terrible, I shall be very charmed to see you tonight between 7 and 10—Annette Schérer.”

“Heavens!"
dialogue,4,"what a virulent attack!” replied the prince, not in the least disconcerted by this reception."
dialogue,5,"“First of all, dear friend, tell me how you are."
dialogue,6,"Set your friend’s mind at rest,” said he without altering his tone, beneath the politeness and affected sympathy of which indifference and even irony could be discerned."
dialogue,7,“Can one be well while suffering morally?
dialogue,8,Can one be calm in times like these if one has any feeling?” said Anna Pávlovna.
dialogue,9,"“You are staying the whole evening, I hope?”

“And the fete at the English ambassador’s?"
dialogue,10,"I must put in an appearance there,” said the prince."
dialogue,11,"“My daughter is coming for me to take me there.”

“I thought today’s fete had been canceled."
dialogue,12,"I confess all these festivities and fireworks are becoming wearisome.”

“If they had known that you wished it, the entertainment would have been put off,” said the prince, who, like a wound-up clock, by force of habit said things he did not even wish to be believed."
dialogue,13,“Don’t tease!
dialogue,14,"You know everything.”

“What can one say about it?” replied the prince in a cold, listless tone."
dialogue,15,“What has been decided?
dialogue,16,"They have decided that Buonaparte has burnt his boats, and I believe that we are ready to burn ours.”

Prince Vasíli always spoke languidly, like an actor repeating a stale part."
dialogue,17,"In the midst of a conversation on political matters Anna Pávlovna burst out:

“Oh, don’t speak to me of Austria."
dialogue,18,"He will save Europe!”

She suddenly paused, smiling at her own impetuosity."
dialogue,19,"“I think,” said the prince with a smile, “that if you had been sent instead of our dear Wintzingerode you would have captured the King of Prussia’s consent by assault."
dialogue,20,"Will you give me a cup of tea?”

“In a moment."
dialogue,21,"À propos,” she added, becoming calm again, “I am expecting two very interesting men tonight, le Vicomte de Mortemart, who is connected with the Montmorencys through the Rohans, one of the best French families."
dialogue,22,"Had you heard?”

“I shall be delighted to meet them,” said the prince."
dialogue,23,"“But tell me,” he added with studied carelessness as if it had only just occurred to him, though the question he was about to ask was the chief motive of his visit, “is it true that the Dowager Empress wants Baron Funke to be appointed first secretary at Vienna?"
dialogue,24,"The baron by all accounts is a poor creature.”

Prince Vasíli wished to obtain this post for his son, but others were trying through the Dowager Empress Márya Fëdorovna to secure it for the baron."
dialogue,25,"“Baron Funke has been recommended to the Dowager Empress by her sister,” was all she said, in a dry and mournful tone."
dialogue,26,"But, with the womanly and courtierlike quickness and tact habitual to her, Anna Pávlovna wished both to rebuke him (for daring to speak as he had done of a man recommended to the Empress) and at the same time to console him, so she said:

“Now about your family."
dialogue,27,"They say she is amazingly beautiful.”

The prince bowed to signify his respect and gratitude."
dialogue,28,"“I often think,” she continued after a short pause, drawing nearer to the prince and smiling amiably at him as if to show that political and social topics were ended and the time had come for intimate conversation—“I often think how unfairly sometimes the joys of life are distributed."
dialogue,29,"I don’t like him,” she added in a tone admitting of no rejoinder and raising her eyebrows."
dialogue,30,“Two such charming children.
dialogue,31,"And really you appreciate them less than anyone, and so you don’t deserve to have them.”

And she smiled her ecstatic smile."
dialogue,32,"“I can’t help it,” said the prince."
dialogue,33,"“Lavater would have said I lack the bump of paternity.”

“Don’t joke; I mean to have a serious talk with you."
dialogue,34,"Between ourselves” (and her face assumed its melancholy expression), “he was mentioned at Her Majesty’s and you were pitied....”

The prince answered nothing, but she looked at him significantly, awaiting a reply."
dialogue,35,“What would you have me do?” he said at last.
dialogue,36,"“You know I did all a father could for their education, and they have both turned out fools."
dialogue,37,"That is the only difference between them.” He said this smiling in a way more natural and animated than usual, so that the wrinkles round his mouth very clearly revealed something unexpectedly coarse and unpleasant."
dialogue,38,“And why are children born to such men as you?
dialogue,39,"If you were not a father there would be nothing I could reproach you with,” said Anna Pávlovna, looking up pensively."
dialogue,40,“I am your faithful slave and to you alone I can confess that my children are the bane of my life.
dialogue,41,"It can’t be helped!”

He said no more, but expressed his resignation to cruel fate by a gesture."
dialogue,42,“Have you never thought of marrying your prodigal son Anatole?” she asked.
dialogue,43,"“They say old maids have a mania for matchmaking, and though I don’t feel that weakness in myself as yet, I know a little person who is very unhappy with her father."
dialogue,44,"She is a relation of yours, Princess Mary Bolkónskaya.”

Prince Vasíli did not reply, though, with the quickness of memory and perception befitting a man of the world, he indicated by a movement of the head that he was considering this information."
dialogue,45,"“Do you know,” he said at last, evidently unable to check the sad current of his thoughts, “that Anatole is costing me forty thousand rubles a year?"
dialogue,46,"And,” he went on after a pause, “what will it be in five years, if he goes on like this?” Presently he added: “That’s what we fathers have to put up with.... Is this princess of yours rich?”

“Her father is very rich and stingy."
dialogue,47,"He is an aide-de-camp of Kutúzov’s and will be here tonight.”

“Listen, dear Annette,” said the prince, suddenly taking Anna Pávlovna’s hand and for some reason drawing it downwards."
dialogue,48,"“Arrange that affair for me and I shall always be your most devoted slave-slafe with an f, as a village elder of mine writes in his reports."
dialogue,49,"She is rich and of good family and that’s all I want.”

And with the familiarity and easy grace peculiar to him, he raised the maid of honor’s hand to his lips, kissed it, and swung it to and fro as he lay back in his armchair, looking in another direction."
dialogue,50,"“Attendez,” said Anna Pávlovna, reflecting, “I’ll speak to Lise, young Bolkónski’s wife, this very evening, and perhaps the thing can be arranged."
dialogue,51,"It shall be on your family’s behalf that I’ll start my apprenticeship as old maid.”

CHAPTER II
Anna Pávlovna’s drawing room was gradually filling."
dialogue,52,"To each new arrival Anna Pávlovna said, “You have not yet seen my aunt,” or “You do not know my aunt?” and very gravely conducted him or her to a little old lady, wearing large bows of ribbon in her cap, who had come sailing in from another room as soon as the guests began to arrive; and slowly turning her eyes from the visitor to her aunt, Anna Pávlovna mentioned each one’s name and then left them."
dialogue,53,"The aunt spoke to each of them in the same words, about their health and her own, and the health of Her Majesty, “who, thank God, was better today.” And each visitor, though politeness prevented his showing impatience, left the old woman with a sense of relief at having performed a vexatious duty and did not return to her the whole evening."
dialogue,54,"“I have brought my work,” said she in French, displaying her bag and addressing all present."
dialogue,55,"“Mind, Annette, I hope you have not played a wicked trick on me,” she added, turning to her hostess."
dialogue,56,"“You wrote that it was to be quite a small reception, and just see how badly I am dressed.” And she spread out her arms to show her short-waisted, lace-trimmed, dainty gray dress, girdled with a broad ribbon just below the breast."
dialogue,57,"“Soyez tranquille, Lise, you will always be prettier than anyone else,” replied Anna Pávlovna."
dialogue,58,"“You know,” said the princess in the same tone of voice and still in French, turning to a general, “my husband is deserting me?"
dialogue,59,"Tell me what this wretched war is for?” she added, addressing Prince Vasíli, and without waiting for an answer she turned to speak to his daughter, the beautiful Hélène."
dialogue,60,“What a delightful woman this little princess is!” said Prince Vasíli to Anna Pávlovna.
dialogue,61,"“It is very good of you, Monsieur Pierre, to come and visit a poor invalid,” said Anna Pávlovna, exchanging an alarmed glance with her aunt as she conducted him to her."
dialogue,62,Anna Pávlovna in dismay detained him with the words: “Do you know the Abbé Morio?
dialogue,63,"He is a most interesting man.”

“Yes, I have heard of his scheme for perpetual peace, and it is very interesting but hardly feasible.”

“You think so?” rejoined Anna Pávlovna in order to say something and get away to attend to her duties as hostess."
dialogue,64,"“We will talk of it later,” said Anna Pávlovna with a smile."
dialogue,65,"“Ah, yes!"
dialogue,66,"Do tell us all about it, Vicomte,” said Anna Pávlovna, with a pleasant feeling that there was something à la Louis XV in the sound of that sentence: “Contez nous çela, Vicomte.”

The vicomte bowed and smiled courteously in token of his willingness to comply."
dialogue,67,"“The vicomte knew the duc personally,” whispered Anna Pávlovna to one of the guests."
dialogue,68,"“The vicomte is a wonderful raconteur,” said she to another."
dialogue,69,"“How evidently he belongs to the best society,” said she to a third; and the vicomte was served up to the company in the choicest and most advantageous style, like a well-garnished joint of roast beef on a hot dish."
dialogue,70,"“Come over here, Hélène, dear,” said Anna Pávlovna to the beautiful young princess who was sitting some way off, the center of another group."
dialogue,71,“How lovely!” said everyone who saw her; and the vicomte lifted his shoulders and dropped his eyes as if startled by something extraordinary when she took her seat opposite and beamed upon him also with her unchanging smile.
dialogue,72,"“Madame, I doubt my ability before such an audience,” said he, smilingly inclining his head."
dialogue,73,"“Wait a moment, I’ll get my work.... Now then, what are you thinking of?” she went on, turning to Prince Hippolyte."
dialogue,74,"“Fetch me my workbag.”

There was a general movement as the princess, smiling and talking merrily to everyone at once, sat down and gaily arranged herself in her seat."
dialogue,75,"“Now I am all right,” she said, and asking the vicomte to begin, she took up her work."
dialogue,76,"“It’s not going to be a ghost story?” said he, sitting down beside the princess and hastily adjusting his lorgnette, as if without this instrument he could not begin to speak."
dialogue,77,"“Why no, my dear fellow,” said the astonished narrator, shrugging his shoulders."
dialogue,78,"“Because I hate ghost stories,” said Prince Hippolyte in a tone which showed that he only understood the meaning of his words after he had uttered them."
dialogue,79,“Charming!” said Anna Pávlovna with an inquiring glance at the little princess.
dialogue,80,"“Charming!” whispered the little princess, sticking the needle into her work as if to testify that the interest and fascination of the story prevented her from going on with it."
dialogue,81,"“The means are ... the balance of power in Europe and the rights of the people,” the abbé was saying."
dialogue,82,"“It is only necessary for one powerful nation like Russia—barbaric as she is said to be—to place herself disinterestedly at the head of an alliance having for its object the maintenance of the balance of power of Europe, and it would save the world!”

“But how are you to get that balance?” Pierre was beginning."
dialogue,83,"“I am so enchanted by the brilliancy of the wit and culture of the society, more especially of the feminine society, in which I have had the honor of being received, that I have not yet had time to think of the climate,” said he."
dialogue,84,"“You are off to the war, Prince?” said Anna Pávlovna."
dialogue,85,"“General Kutúzov,” said Bolkónski, speaking French and stressing the last syllable of the general’s name like a Frenchman, “has been pleased to take me as an aide-de-camp....”

“And Lise, your wife?”

“She will go to the country.”

“Are you not ashamed to deprive us of your charming wife?”

“André,” said his wife, addressing her husband in the same coquettish manner in which she spoke to other men, “the vicomte has been telling us such a tale about Mademoiselle George and Buonaparte!”

Prince Andrew screwed up his eyes and turned away."
dialogue,86,“There now!...
dialogue,87,"So you, too, are in the great world?” said he to Pierre."
dialogue,88,"“I knew you would be here,” replied Pierre."
dialogue,89,“I will come to supper with you.
dialogue,90,May I?” he added in a low voice so as not to disturb the vicomte who was continuing his story.
dialogue,91,"“No, impossible!” said Prince Andrew, laughing and pressing Pierre’s hand to show that there was no need to ask the question."
