category,example_index,sentence
interrogative,120,What was the matter with the boy?
interrogative,121,Where was her husband?
interrogative,122,Did it often happen?
interrogative,123,But what did pass between you?
interrogative,124,For whom the labor?
interrogative,125,What would be its fruits?
interrogative,126,Have work and the necessity of work?
interrogative,127,Leave Pokrovskoe?
interrogative,128,Buy land?
interrogative,129,Become a member of a peasant community?
interrogative,130,Marry a peasant girl?
interrogative,131,And when was there time for that cloud-shell to form?
interrogative,132,"Don’t I know perfectly well that my friends would never allow me to fight a duel—would never allow the life of a statesman, needed by Russia, to be exposed to danger?"
interrogative,133,To go where?
interrogative,134,When?
interrogative,135,Whom to take with me?
interrogative,136,"Haven’t I striven, striven with all my strength, to find something to give meaning to my life?"
interrogative,137,"Haven’t I struggled to love him, to love my son when I could not love my husband?"
interrogative,138,And now what does he do?
interrogative,139,"If he’d killed me, if he’d killed him, I could have borne anything, I could have forgiven anything; but, no, he.... How was it I didn’t guess what he would do?"
interrogative,140,What will it be now?
interrogative,141,What do I know?
interrogative,142,What do I want?
interrogative,143,Sappho Shtoltz you don’t know?
interrogative,144,"Look what I’ve said, will that persuade him?"
interrogative,145,What is there to enjoy in that?
interrogative,146,"No doubt he was in a pitiable position, but how could that be helped?"
interrogative,147,"How can I take her away now, when I have no money?"
interrogative,148,But how can I take her away while I’m in the service?
interrogative,149,Whereabouts will she be?
interrogative,150,Where?
interrogative,151,How?
interrogative,152,"In reality, what was the struggle about?"
interrogative,153,"And besides, how can I now, after what Darya Alexandrovna told me, go to see them?"
interrogative,154,Can I help showing that I know what she told me?
interrogative,155,What induced Darya Alexandrovna to tell me that?
interrogative,156,What did the justice do?
interrogative,157,"The Schulze-Delitsch movement.... And then all this enormous literature of the labor question, the most liberal Lassalle movement ... the Mulhausen experiment?"
interrogative,158,Now what’s to be done?
interrogative,159,What can I say to him?
interrogative,160,What do I know about it?
interrogative,161,"The prince was anxious to miss nothing of which he would be asked at home, had he seen that in Russia?"
interrogative,162,"And the prince with surprising ease fell in with the Russian spirit, smashed trays full of crockery, sat with a gypsy girl on his knee, and seemed to be asking—what more, and does the whole Russian spirit consist in just this?"
interrogative,163,What?
interrogative,164,What was the dreadful thing I dreamed?
interrogative,165,Where have you been?
interrogative,166,What do I know?
interrogative,167,Don’t you trust me?
interrogative,168,How can he put up with such a position?
interrogative,169,"Could one, with any feeling, live as he is living with me?"
interrogative,170,Could a man of any feeling live in the same house with his unfaithful wife?
interrogative,171,Tell me what you’ve been doing?
interrogative,172,What is the matter?
interrogative,173,But what could she say or do?
interrogative,174,Been here long?
interrogative,175,How is my darling Anna?
interrogative,176,"Levin, number seven, eh?"
interrogative,177,A she-bear?
interrogative,178,Do you remember you attacked me for seeking enjoyment in life?
interrogative,179,How do you mean?
interrogative,180,"Like what she used to be, or like what she was in the carriage?"
interrogative,181,What if Darya Alexandrovna told the truth?
interrogative,182,"The English, the French, the Germans, which is at the highest stage of development?"
interrogative,183,Which of them will nationalize the other?
interrogative,184,I was walking along wondering who it could be in a four-in-hand?
interrogative,185,And with what result?
interrogative,186,But I came to myself again; and who did it?
interrogative,187,What do they want to argue for?
interrogative,188,And when’s the wedding to be?
interrogative,189,"How could they fail to see how they were ruining themselves, lowering their prestige by this appointment?"
interrogative,190,But what can be their aim?
interrogative,191,But why doesn’t he come?
interrogative,192,Has Seryozha had his dinner?
interrogative,193,"I’m terrible, but my nurse used to tell me; the holy martyr—what was her name?"
interrogative,194,when will it end?
interrogative,195,How can we be reconciled?
interrogative,196,Serpuhovskoy?
interrogative,197,Society?
interrogative,198,Do you understand?
interrogative,199,What am I to do?
interrogative,200,Now the question is: can you go on living with your husband?
exclamative,1,To be sure!
exclamative,2,"oh dear, oh dear!"
exclamative,3,how well we got on!
exclamative,4,That’s bad!
exclamative,5,And the worst of it all is that she’s already ... it seems as if ill-luck would have it so!
exclamative,6,"Oh, oh!"
exclamative,7,There’s no help for it!
exclamative,8,Dolly!
exclamative,9,"Anything I can do, I am ready to do anything!"
exclamative,10,"I am to blame, no words can express how much I am to blame!"
exclamative,11,You have never loved me; you have neither heart nor honorable feeling!
exclamative,12,They may all know you are a scoundrel!
exclamative,13,"Ah, oh, how horrible it is!"
exclamative,14,Horribly vulgar!
exclamative,15,Why didn’t I ask him!
exclamative,16,How I loved him!
exclamative,17,Stiva!
exclamative,18,Oblonsky!
exclamative,19,Over six thousand acres in the Karazinsky district; everything before him; and what youth and vigor!
exclamative,20,"Together, she said; let us skate together!"
exclamative,21,But I must!
exclamative,22,I must!
exclamative,23,I must!
exclamative,24,what have I done!
exclamative,25,Merciful God!
exclamative,26,Hi!
exclamative,27,"No, tell me all you think!"
exclamative,28,"Ah, the thoughts that come crowding on one!"
exclamative,29,The questions one must ask oneself!
exclamative,30,"The panics that had been lived through, the thoughts that had been brooded over, the money that had been wasted, and the disputes with her husband over marrying the two elder girls, Darya and Natalia!"
exclamative,31,"What is to be, will be!"
exclamative,32,And how aloof and remote from him she had become now!
exclamative,33,I like that so; to see him condescending!
exclamative,34,"Oh, that I should live to see it!"
exclamative,35,Ah!
exclamative,36,spiritualism!
exclamative,37,Ah!
exclamative,38,Nice!
exclamative,39,Ah!
exclamative,40,"And how secretly, simply, and most of all, how trustfully!"
exclamative,41,"Those sweet, loving eyes!"
exclamative,42,"Ah, Anna, if you had seen it!"
exclamative,43,And I can’t live with him!
exclamative,44,To go on being my husband together with her ... it’s awful!
exclamative,45,I understand!
exclamative,46,Never!
exclamative,47,"I see your agony, and I can’t tell you how sorry I am for you!"
exclamative,48,pardon!
exclamative,49,Waltz!
exclamative,50,"All right, good-bye!"
exclamative,51,For me now ... everything’s at an end!
exclamative,52,How I remember the arbor and the seat!
exclamative,53,Don’t insist!
exclamative,54,"Ah, I don’t like that other world!"
exclamative,55,Let’s go to the Gypsies!
exclamative,56,"The connection between all the forces of nature is felt instinctively.... It’s particulary nice if Pava’s daughter should be a red-spotted cow, and all the herd will take after her, and the other three, too!"
exclamative,57,Splendid!
exclamative,58,"Ah, how sweet she is!"
exclamative,59,"Why, we didn’t expect you!"
exclamative,60,"You see, I’m engrossed with business!"
exclamative,61,"Well, everyone’s winking at him, nodding, frowning—give it to her, do!"
exclamative,62,"All her illness and treatment struck her as a thing so stupid, ludicrous even!"
exclamative,63,Ah!
exclamative,64,"Laws against such young gallants there have always been, and there still are!"
exclamative,65,I can’t understand it!
exclamative,66,And then!
exclamative,67,Kedrov really can’t fight the gentleman!
exclamative,68,It’s exquisite!
exclamative,69,What antediluvian notions you have!
exclamative,70,She loves me!
exclamative,71,"How simple and natural were her words, and how likely that she was simply sleepy!"
exclamative,72,"And, oh dear!"
exclamative,73,Only it’s a work to get about!
exclamative,74,How I did work at it!
exclamative,75,What a spring we’re having!
exclamative,76,"What a house, how nice it all is!"
exclamative,77,"Come, this is life!"
exclamative,78,How splendid it is!
exclamative,79,But enough talking!
exclamative,80,What an appetite I get in the country!
exclamative,81,Wonderful!
exclamative,82,"All right then, we’ll have a drink together!"
exclamative,83,"Wait a bit, wait a bit!"
exclamative,84,And my fault!
exclamative,85,"shameful, unpardonable!"
exclamative,86,"And the poor darling, ruined mare!"
exclamative,87,Ah!
exclamative,88,Charming!
exclamative,89,"It’s dreadful, but I do love to see his face, and I do love this fantastic light.... My husband!"
exclamative,90,Oh!
exclamative,91,"yes.... Well, thank God!"
exclamative,92,How delighted I should have been to see that crowd under the windows!
exclamative,93,How nice it all was!
exclamative,94,How nice it all was!
exclamative,95,And most of all that look of confusion and tenderness!
exclamative,96,And then she does so much good!
exclamative,97,Ask anyone!
exclamative,98,"I haven’t conquered anyone; and I’m obliged to take off my own boots, yes, and put them away too; in the morning, get up and dress at once, and go to the dining-room to drink bad tea!"
exclamative,99,How different it is at home!
exclamative,100,Because it was all a sham!
exclamative,101,a sham!
exclamative,102,so hateful!
exclamative,103,No!
exclamative,104,"Oh, dear!"
exclamative,105,All we can do to keep our own!
exclamative,106,But how wet you are!
exclamative,107,what an idea!
exclamative,108,"The master, sure, does his best for himself!"
exclamative,109,But see the grass missed out!
exclamative,110,"Come on, Tit!"
exclamative,111,We’ll look sharp!
exclamative,112,"Oh, it is nice, delicious!"
exclamative,113,You wouldn’t believe what a pleasure it is!
exclamative,114,And such a splendid old man I made friends with there!
exclamative,115,Your new white frock!
exclamative,116,Tanya!
exclamative,117,"Yes, vile, base creature!"
exclamative,118,My God!
exclamative,119,my God!
exclamative,120,"I’m not going to offer you my protection ... though, indeed, why shouldn’t I protect you?—you’ve protected me often enough!"
exclamative,121,"And me to go magnanimously to forgive her, and have pity on her!"
exclamative,122,"How could a woman of any intelligence, of any delicacy, put her sister in such a humiliating position!"
exclamative,123,"Though, instead of that, you’d never believe it—the drunkenness, the immorality!"
exclamative,124,Not for anything in the world!
exclamative,125,He’ll flog them in the good old style!
exclamative,126,We’ve found the secret Europe was seeking for!
exclamative,127,As if you hadn’t done enough for the peasants!
exclamative,128,"If not today, tomorrow, if not tomorrow, in thirty years, wasn’t it all the same!"
exclamative,129,K...ha!
exclamative,130,Damnation!
exclamative,131,"and it’s high time I did, and go to the devil with you!"
exclamative,132,"I wouldn’t have said, ‘Anna, ma chère’!"
exclamative,133,"If you knew how terrible it is to me, what I would give to be able to love you freely and boldly!"
exclamative,134,"When you understand that you will die tomorrow, if not today, and nothing will be left, then everything is so unimportant!"
exclamative,135,"Why, that’s just what I came for!"
exclamative,136,"For God’s sake, talk to her!"
exclamative,137,"There was apparently nothing extraordinary in what she said, but what unutterable meaning there was for him in every sound, in every turn of her lips, her eyes, her hand as she said it!"
exclamative,138,"How often she had mused on the subject, thinking of her friend abroad, Varenka, of her painful state of dependence, how often she had wondered about herself what would become of her if she did not marry, and how often she had argued with her sister about it!"
exclamative,139,"Acted like a man, he did!"
exclamative,140,Think of her!
exclamative,141,It’s happiness is the matter with me!
exclamative,142,I never supposed it was so interesting!
exclamative,143,Capital!
exclamative,144,"Ah, my God, what agony!"
exclamative,145,"Give me some water, quick!"
exclamative,146,"Oh, that will be bad for her, my little girl!"
exclamative,147,My fingers—see how huge they are!
exclamative,148,"And I’ll go to Rome; there’s a wilderness, and there I shall be no trouble to anyone, only I’ll take Seryozha and the little one.... No, you can’t forgive me!"
exclamative,149,"I know, it can’t be forgiven!"
exclamative,150,I knew him!
exclamative,151,"Doctor, give me some morphine!"
exclamative,152,Spare me!
exclamative,153,My God!
exclamative,154,princess!
exclamative,155,worse than lost!
exclamative,156,What answer will you make him when the innocent babe asks you: ‘Papa!
exclamative,157,Let’s start off this instant to Tver!
exclamative,158,"Seriously, let’s go by the five o’clock!"
exclamative,159,Wait a bit!
exclamative,160,What a lovely thing!
exclamative,161,A gem!
exclamative,162,"How he has succeeded in it, and how simply!"
exclamative,163,how sweet and silly he is!
exclamative,164,He’s jealous of me!
exclamative,165,Fancy!
exclamative,166,"He was dissatisfied with her for being unable to make up her mind to let him go when it was necessary (and how strange it was for him to think that he, so lately hardly daring to believe in such happiness as that she could love him—now was unhappy because she loved him too much!"
exclamative,167,Marya!
exclamative,168,What a good thing you let us know!
exclamative,169,Alexey Alexandrovitch!
exclamative,170,to you!
exclamative,171,I should think so!
exclamative,172,I should think so!
exclamative,173,A splendid thing; but it’s a secret!
exclamative,174,There!
exclamative,175,How glad I am!
exclamative,176,Not on any consideration!
exclamative,177,"How thin his face was, how short his hair was!"
exclamative,178,What long hands!
exclamative,179,How he had changed since she left him!
exclamative,180,"After ten years’ service, and never a word but of kindness, and there you’d up and say, ‘Be off, go along, get away with you!’ Oh yes, you’re a shrewd one at politics, I dare say!"
exclamative,181,"No, no, no!"
exclamative,182,how sweet it is!
exclamative,183,I should be so delighted!
exclamative,184,"Why, maman, they’ve not been in Moscow since!"
exclamative,185,"Look, Tanya, here’s something for you!"
exclamative,186,"Darling, forgive me!"
exclamative,187,It’s madness!
exclamative,188,"Laska, back, Laska!"
exclamative,189,"No, no!"
exclamative,190,we’ll make the bigger bag!
exclamative,191,"Just fancy, they gave me drink, fed me!"
exclamative,192,"Such bread, it was exquisite!"
exclamative,193,Délicieux!
exclamative,194,Charmante!
exclamative,195,"Yes, Stiva may be right, I’m not manly with her, I’m tied to her apron-strings.... Well, it can’t be helped!"
exclamative,196,"Yes, indeed!"
exclamative,197,It’s misery!
exclamative,198,Mais c’est du dernier ridicule!
exclamative,199,But no!
exclamative,200,"Hi, friend!"
dialogue,1,"“Yes, yes, how was it now?” he thought, going over his dream."
dialogue,2,"“Now, how was it?"
dialogue,3,"Yes, Alabin was giving a dinner on glass tables, and the tables sang, Il mio tesoro—not Il mio tesoro though, but something better, and there were some sort of little decanters on the table, and they were women, too,” he remembered."
dialogue,4,"“Yes, it was nice, very nice."
dialogue,5,"There was a great deal more that was delightful, only there’s no putting it into words, or even expressing it in one’s thoughts awake.” And noticing a gleam of light peeping in beside one of the serge curtains, he cheerfully dropped his feet over the edge of the sofa, and felt about with them for his slippers, a present on his last birthday, worked for him by his wife on gold-colored morocco."
dialogue,6,"“Ah, ah, ah!"
dialogue,7,"Oo!...” he muttered, recalling everything that had happened."
dialogue,8,"“Yes, she won’t forgive me, and she can’t forgive me."
dialogue,9,"That’s the point of the whole situation,” he reflected."
dialogue,10,"“Oh, oh, oh!” he kept repeating in despair, as he remembered the acutely painful sensations caused him by this quarrel."
dialogue,11,“What’s this?
dialogue,12,"this?” she asked, pointing to the letter."
dialogue,13,"“It’s that idiotic smile that’s to blame for it all,” thought Stepan Arkadyevitch."
dialogue,14,“But what’s to be done?
dialogue,15,"What’s to be done?” he said to himself in despair, and found no answer."
dialogue,16,"“Oh, it’s awful!"
dialogue,17,"awful!” Stepan Arkadyevitch kept repeating to himself, and he could think of nothing to be done."
dialogue,18,“And how well things were going up till now!
dialogue,19,But what a governess!” (He vividly recalled the roguish black eyes of Mlle.
dialogue,20,"“But after all, while she was in the house, I kept myself in hand."
dialogue,21,"But what, what is to be done?”

There was no solution, but that universal solution which life gives to all questions, even the most complex and insoluble."
dialogue,22,"“Then we shall see,” Stepan Arkadyevitch said to himself, and getting up he put on a gray dressing-gown lined with blue silk, tied the tassels in a knot, and, drawing a deep breath of air into his broad, bare chest, he walked to the window with his usual confident step, turning out his feet that carried his full frame so easily."
dialogue,23,"“Are there any papers from the office?” asked Stepan Arkadyevitch, taking the telegram and seating himself at the looking-glass."
dialogue,24,"“On the table,” replied Matvey, glancing with inquiring sympathy at his master; and, after a short pause, he added with a sly smile, “They’ve sent from the carriage-jobbers.”

Stepan Arkadyevitch made no reply, he merely glanced at Matvey in the looking-glass."
dialogue,25,Stepan Arkadyevitch’s eyes asked: “Why do you tell me that?
dialogue,26,"don’t you know?”

Matvey put his hands in his jacket pockets, thrust out one leg, and gazed silently, good-humoredly, with a faint smile, at his master."
dialogue,27,"“I told them to come on Sunday, and till then not to trouble you or themselves for nothing,” he said."
dialogue,28,"“Matvey, my sister Anna Arkadyevna will be here tomorrow,” he said, checking for a minute the sleek, plump hand of the barber, cutting a pink path through his long, curly whiskers."
dialogue,29,"“Thank God!” said Matvey, showing by this response that he, like his master, realized the significance of this arrival—that is, that Anna Arkadyevna, the sister he was so fond of, might bring about a reconciliation between husband and wife."
dialogue,30,"“Alone, or with her husband?” inquired Matvey."
dialogue,31,“Alone.
dialogue,32,"Is the room to be got ready upstairs?”

“Inform Darya Alexandrovna: where she orders.”

“Darya Alexandrovna?” Matvey repeated, as though in doubt."
dialogue,33,"“Yes, inform her."
dialogue,34,"Here, take the telegram; give it to her, and then do what she tells you.”

“You want to try it on,” Matvey understood, but he only said, “Yes, sir.”

Stepan Arkadyevitch was already washed and combed and ready to be dressed, when Matvey, stepping deliberately in his creaky boots, came back into the room with the telegram in his hand."
dialogue,35,“Darya Alexandrovna told me to inform you that she is going away.
dialogue,36,"Let him do—that is you—as he likes,” he said, laughing only with his eyes, and putting his hands in his pockets, he watched his master with his head on one side."
dialogue,37,"“Eh, Matvey?” he said, shaking his head."
dialogue,38,"“It’s all right, sir; she will come round,” said Matvey."
dialogue,39,"“Come round?”

“Yes, sir.”

“Do you think so?"
dialogue,40,"Who’s there?” asked Stepan Arkadyevitch, hearing the rustle of a woman’s dress at the door."
dialogue,41,"“It’s I,” said a firm, pleasant, woman’s voice, and the stern, pockmarked face of Matrona Philimonovna, the nurse, was thrust in at the doorway."
dialogue,42,"“Well, what is it, Matrona?” queried Stepan Arkadyevitch, going up to her at the door."
dialogue,43,"“Well, what now?” he asked disconsolately."
dialogue,44,"“Go to her, sir; own your fault again."
dialogue,45,"One must take the consequences....”

“But she won’t see me.”

“You do your part."
dialogue,46,"God is merciful; pray to God, sir, pray to God.”

“Come, that’ll do, you can go,” said Stepan Arkadyevitch, blushing suddenly."
dialogue,47,"“Well now, do dress me.” He turned to Matvey and threw off his dressing-gown decisively."
dialogue,48,"He read the leading article, in which it was maintained that it was quite senseless in our day to raise an outcry that radicalism was threatening to swallow up all conservative elements, and that the government ought to take measures to crush the revolutionary hydra; that, on the contrary, “in our opinion the danger lies not in that fantastic revolutionary hydra, but in the obstinacy of traditionalism clogging progress,” etc., etc."
dialogue,49,"“I told you not to sit passengers on the roof,” said the little girl in English; “there, pick them up!”

“Everything’s in confusion,” thought Stepan Arkadyevitch; “there are the children running about by themselves.” And going to the door, he called them."
dialogue,50,"“How is mamma?” he asked, passing his hand over his daughter’s smooth, soft little neck."
dialogue,51,"“Good morning,” he said, smiling to the boy, who had come up to greet him."
dialogue,52,“Mamma?
dialogue,53,"She is up,” answered the girl."
dialogue,54,"“That means that she’s not slept again all night,” he thought."
dialogue,55,"“Well, is she cheerful?”

The little girl knew that there was a quarrel between her father and mother, and that her mother could not be cheerful, and that her father must be aware of this, and that he was pretending when he asked about it so lightly."
dialogue,56,"“I don’t know,” she said."
dialogue,57,"“She did not say we must do our lessons, but she said we were to go for a walk with Miss Hoole to grandmamma’s.”

“Well, go, Tanya, my darling."
dialogue,58,"Oh, wait a minute, though,” he said, still holding her and stroking her soft little hand."
dialogue,59,"“For Grisha?” said the little girl, pointing to the chocolate."
dialogue,60,"“Yes, yes.” And still stroking her little shoulder, he kissed her on the roots of her hair and neck, and let her go."
dialogue,61,"“The carriage is ready,” said Matvey; “but there’s someone to see you with a petition.”

“Been here long?” asked Stepan Arkadyevitch."
dialogue,62,"“Half an hour.”

“How many times have I told you to tell me at once?”

“One must let you drink your coffee in peace, at least,” said Matvey, in the affectionately gruff tone with which it was impossible to be angry."
dialogue,63,"“Well, show the person up at once,” said Oblonsky, frowning with vexation."
dialogue,64,"“Ah, yes!” He bowed his head, and his handsome face assumed a harassed expression."
dialogue,65,"“To go, or not to go!” he said to himself; and an inner voice told him he must not go, that nothing could come of it but falsity; that to amend, to set right their relations was impossible, because it was impossible to make her attractive again and able to inspire love, or to make him an old man, not susceptible to love."
dialogue,66,"“It must be some time, though: it can’t go on like this,” he said, trying to give himself courage."
dialogue,67,"She was just attempting to do what she had attempted to do ten times already in these last three days—to sort out the children’s things and her own, so as to take them to her mother’s—and again she could not bring herself to do this; but now again, as each time before, she kept saying to herself, “that things cannot go on like this, that she must take some step” to punish him, put him to shame, avenge on him some little part at least of the suffering he had caused her."
dialogue,68,“Dolly!” he said in a subdued and timid voice.
dialogue,69,"“Yes, he is happy and content!” she thought; “while I.... And that disgusting good nature, which everyone likes him for and praises—I hate that good nature of his,” she thought."
dialogue,70,"“What do you want?” she said in a rapid, deep, unnatural voice."
dialogue,71,"“Dolly!” he repeated, with a quiver in his voice."
dialogue,72,"“Anna is coming today.”

“Well, what is that to me?"
dialogue,73,I can’t see her!” she cried.
dialogue,74,"“But you must, really, Dolly....”

“Go away, go away, go away!” she shrieked, not looking at him, as though this shriek were called up by physical pain."
dialogue,75,“My God!
dialogue,76,You know....” He could not go on; there was a sob in his throat.
dialogue,77,"“Dolly, what can I say?..."
dialogue,78,"Remember, cannot nine years of my life atone for an instant....”

She dropped her eyes and listened, expecting what he would say, as it were beseeching him in some way or other to make her believe differently."
dialogue,79,"“—instant of passion?” he said, and would have gone on, but at that word, as at a pang of physical pain, her lips stiffened again, and again the muscles of her right cheek worked."
dialogue,80,"“Go away, go out of the room!” she shrieked still more shrilly, “and don’t talk to me of your passion and your loathsomeness.”

She tried to go out, but tottered, and clung to the back of a chair to support herself."
dialogue,81,"“Dolly!” he said, sobbing now; “for mercy’s sake, think of the children; they are not to blame!"
dialogue,82,"But, Dolly, forgive me!”

She sat down."
dialogue,83,"“You remember the children, Stiva, to play with them; but I remember them, and know that this means their ruin,” she said—obviously one of the phrases she had more than once repeated to herself in the course of the last few days."
dialogue,84,"She had called him “Stiva,” and he glanced at her with gratitude, and moved to take her hand, but she drew back from him with aversion."
dialogue,85,"“I think of the children, and for that reason I would do anything in the world to save them, but I don’t myself know how to save them."
dialogue,86,"Tell me, eh, is it possible?” she repeated, raising her voice, “after my husband, the father of my children, enters into a love affair with his own children’s governess?”

“But what could I do?"
dialogue,87,"what could I do?” he kept saying in a pitiful voice, not knowing what he was saying, as his head sank lower and lower."
dialogue,88,"“You are loathsome to me, repulsive!” she shrieked, getting more and more heated."
dialogue,89,“Your tears mean nothing!
dialogue,90,"You are hateful to me, disgusting, a stranger—yes, a complete stranger!” With pain and wrath she uttered the word so terrible to herself—stranger."
dialogue,91,"“No, she hates me."
dialogue,92,"She will not forgive me,” he thought."
dialogue,93,“It is awful!
dialogue,94,awful!” he said.
dialogue,95,"“Well, she loves my child,” he thought, noticing the change of her face at the child’s cry, “my child: how can she hate me?”

“Dolly, one word more,” he said, following her."
dialogue,96,"“If you come near me, I will call in the servants, the children!"
dialogue,97,"I am going away at once, and you may live here with your mistress!”

And she went out, slamming the door."
dialogue,98,“Matvey says she will come round; but how?
dialogue,99,"And how vulgarly she shouted,” he said to himself, remembering her shriek and the words—“scoundrel” and “mistress.” “And very likely the maids were listening!"
dialogue,100,"horrible!” Stepan Arkadyevitch stood a few seconds alone, wiped his face, squared his chest, and walked out of the room."
dialogue,101,"Stepan Arkadyevitch remembered his joke about this punctual, bald watchmaker, “that the German was wound up for a whole lifetime himself, to wind up watches,” and he smiled."
dialogue,102,Stepan Arkadyevitch was fond of a joke: “And maybe she will come round!
dialogue,103,"That’s a good expression, ‘come round,’” he thought."
dialogue,104,"“I must repeat that.”

“Matvey!” he shouted."
dialogue,105,"“Arrange everything with Darya in the sitting room for Anna Arkadyevna,” he said to Matvey when he came in."
dialogue,106,"“Yes, sir.”

Stepan Arkadyevitch put on his fur coat and went out onto the steps."
dialogue,107,"“You won’t dine at home?” said Matvey, seeing him off."
dialogue,108,“That’s as it happens.
dialogue,109,"But here’s for the housekeeping,” he said, taking ten roubles from his pocketbook."
dialogue,110,"“That’ll be enough.”

“Enough or not enough, we must make it do,” said Matvey, slamming the carriage door and stepping back onto the steps."
dialogue,111,"Even now, in the short time she had been in the nursery, the English governess and Matrona Philimonovna had succeeded in putting several questions to her, which did not admit of delay, and which only she could answer: “What were the children to put on for their walk?"
dialogue,112,"Should not a new cook be sent for?”

“Ah, let me alone, let me alone!” she said, and going back to her bedroom she sat down in the same place as she had sat when talking to her husband, clasping tightly her thin hands with the rings that slipped down on her bony fingers, and fell to going over in her memory all the conversation."
dialogue,113,“He has gone!
dialogue,114,But has he broken it off with her?” she thought.
dialogue,115,“Can it be he sees her?
dialogue,116,"Even if we remain in the same house, we are strangers—strangers forever!” She repeated again with special significance the word so dreadful to her."
dialogue,117,“And how I loved him!
dialogue,118,"The most horrible thing is,” she began, but did not finish her thought, because Matrona Philimonovna put her head in at the door."
dialogue,119,"“Let us send for my brother,” she said; “he can get a dinner anyway, or we shall have the children getting nothing to eat till six again, like yesterday.”

“Very well, I will come directly and see about it."
dialogue,120,"But did you send for some new milk?”

And Darya Alexandrovna plunged into the duties of the day, and drowned her grief in them for a time."
dialogue,121,“Aha!
dialogue,122,Here he is!” was almost always said with a smile of delight on meeting him.
dialogue,123,“We have succeeded in getting the information from the government department of Penza.
dialogue,124,"Here, would you care?...”

“You’ve got them at last?” said Stepan Arkadyevitch, laying his finger on the paper."
dialogue,125,"“Now, gentlemen....”

And the sitting of the board began."
dialogue,126,"“If they knew,” he thought, bending his head with a significant air as he listened to the report, “what a guilty little boy their president was half an hour ago.” And his eyes were laughing during the reading of the report."
dialogue,127,"“We shall have time to finish after lunch,” said Stepan Arkadyevitch."
dialogue,128,“To be sure we shall!” said Nikitin.
dialogue,129,"“A pretty sharp fellow this Fomin must be,” said Grinevitch of one of the persons taking part in the case they were examining."
dialogue,130,“Who was that came in?” he asked the doorkeeper.
dialogue,131,"“Someone, your excellency, crept in without permission directly my back was turned."
dialogue,132,"I told him: when the members come out, then....”

“Where is he?”

“Maybe he’s gone into the passage, but here he comes anyway."
dialogue,133,"That is he,” said the doorkeeper, pointing to a strongly built, broad-shouldered man with a curly beard, who, without taking off his sheepskin cap, was running lightly and rapidly up the worn steps of the stone staircase."
dialogue,134,"“Why, it’s actually you, Levin, at last!” he said with a friendly mocking smile, scanning Levin as he approached."
dialogue,135,"“How is it you have deigned to look me up in this den?” said Stepan Arkadyevitch, and not content with shaking hands, he kissed his friend."
dialogue,136,"“Have you been here long?”

“I have just come, and very much wanted to see you,” said Levin, looking shyly and at the same time angrily and uneasily around."
dialogue,137,"“Well, let’s go into my room,” said Stepan Arkadyevitch, who knew his friend’s sensitive and irritable shyness, and, taking his arm, he drew him along, as though guiding him through dangers."
dialogue,138,"“We have long been expecting you,” said Stepan Arkadyevitch, going into his room and letting Levin’s hand go as though to show that here all danger was over."
dialogue,139,"“I am very, very glad to see you,” he went on."
dialogue,140,"“Well, how are you?"
dialogue,141,"When did you come?”

Levin was silent, looking at the unknown faces of Oblonsky’s two companions, and especially at the hand of the elegant Grinevitch, which had such long white fingers, such long yellow filbert-shaped nails, and such huge shining studs on the shirt-cuff, that apparently they absorbed all his attention, and allowed him no freedom of thought."
dialogue,142,"“Ah, to be sure, let me introduce you,” he said."
dialogue,143,"“My colleagues: Philip Ivanitch Nikitin, Mihail Stanislavitch Grinevitch”—and turning to Levin—“a district councilor, a modern district councilman, a gymnast who lifts thirteen stone with one hand, a cattle-breeder and sportsman, and my friend, Konstantin Dmitrievitch Levin, the brother of Sergey Ivanovitch Koznishev.”

“Delighted,” said the veteran."
dialogue,144,"“I have the honor of knowing your brother, Sergey Ivanovitch,” said Grinevitch, holding out his slender hand with its long nails."
dialogue,145,"“No, I am no longer a district councilor."
dialogue,146,"I have quarreled with them all, and don’t go to the meetings any more,” he said, turning to Oblonsky."
dialogue,147,“You’ve been quick about it!” said Oblonsky with a smile.
dialogue,148,“But how?
dialogue,149,"why?”

“It’s a long story."
dialogue,150,"I will tell you some time,” said Levin, but he began telling him at once."
dialogue,151,"“Well, to put it shortly, I was convinced that nothing was really done by the district councils, or ever could be,” he began, as though someone had just insulted him."
dialogue,152,"“On one side it’s a plaything; they play at being a parliament, and I’m neither young enough nor old enough to find amusement in playthings; and on the other side” (he stammered) “it’s a means for the coterie of the district to make money."
dialogue,153,"Formerly they had wardships, courts of justice, now they have the district council—not in the form of bribes, but in the form of unearned salary,” he said, as hotly as though someone of those present had opposed his opinion."
dialogue,154,“Aha!
dialogue,155,"You’re in a new phase again, I see—a conservative,” said Stepan Arkadyevitch."
dialogue,156,"“However, we can go into that later.”

“Yes, later."
dialogue,157,"But I wanted to see you,” said Levin, looking with hatred at Grinevitch’s hand."
dialogue,158,"“How was it you used to say you would never wear European dress again?” he said, scanning his new suit, obviously cut by a French tailor."
dialogue,159,“Ah!
dialogue,160,"I see: a new phase.”

Levin suddenly blushed, not as grown men blush, slightly, without being themselves aware of it, but as boys blush, feeling that they are ridiculous through their shyness, and consequently ashamed of it and blushing still more, almost to the point of tears."
dialogue,161,"“Oh, where shall we meet?"
dialogue,162,"You know I want very much to talk to you,” said Levin."
